id,email,business_type,detected_niche,clean_name,email_valid,created_at
mass-1780585712125-65947,info@urbanstylists-losangeles.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:32
mass-1780585687849-65852,info@luxecollective-melbourne.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65853,owner@luxeparlor-birmingham.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:08:08
mass-1780585687849-65854,info@artisanbakeshop-philadelphia.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65855,owner@divineclinic-newyorkcity.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:08:08
mass-1780585687849-65857,hello@modernboutique-calgary.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65861,hello@luxekitchen-houston.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65862,hello@artisancorner-brisbane.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:08:08
mass-1780585687849-65864,hello@elitebakeshop-toronto.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:08:08
mass-1780585687849-65865,info@divinebakeshop-losangeles.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65866,owner@artisanstylists-sandiego.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65867,contact@urbankitchen-houston.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65868,info@serenityplace-fukuoka.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65869,hello@urbanstudio-manchester.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65870,contact@divineparlor-liverpool.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65872,owner@classicparlor-london.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:08:08
mass-1780585687849-65874,owner@serenityboutique-sanantonio.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65877,info@sharpparlor-fukuoka.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65878,hello@luxebeautybar-sydney.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65879,hello@urbankitchen-austin.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65880,hello@glamourparlor-houston.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65884,owner@elitecollective-manchester.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65887,hello@modernstudio-sanantonio.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:08:08
mass-1780585687849-65888,hello@sweetboutique-adelaide.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65890,owner@divinebakeshop-nagoya.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65893,info@sharpcollective-perth.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:08:08
mass-1780585687849-65894,contact@serenityhub-toronto.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65896,owner@classicwellness-montreal.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:08:08
mass-1780585687849-65897,info@rusticcorner-adelaide.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:08:08
mass-1780585687849-65899,owner@elitecorner-sapporo.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:08:08
mass-1780585662331-65800,info@classicspot-sandiego.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65803,owner@urbanclinic-losangeles.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:42
mass-1780585662331-65808,contact@sharpspot-osaka.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65810,info@sharpplace-calgary.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65811,hello@sharpplace-liverpool.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65812,contact@glamourbeautybar-chicago.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:42
mass-1780585662331-65813,contact@urbanplace-brisbane.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65814,owner@goldenclinic-austin.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65816,hello@serenityparlor-dallas.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65819,hello@glamourbeautybar-ottawa.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65820,owner@luxecorner-philadelphia.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:42
mass-1780585662331-65821,contact@glamourwellness-london.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65822,info@classickitchen-losangeles.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:42
mass-1780585662331-65823,hello@urbanspot-sapporo.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65824,contact@rustictreats-montreal.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65825,owner@classicbakeshop-vancouver.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65830,hello@sharpcorner-melbourne.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:42
mass-1780585662331-65831,owner@urbanbakeshop-montreal.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65832,info@urbanboutique-tokyo.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65833,contact@luxetreats-montreal.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65834,contact@urbanstudio-toronto.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65836,owner@goldenplace-sanantonio.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65837,hello@artisanstylists-phoenix.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65838,contact@divinecollective-tokyo.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65839,contact@sharpkitchen-dallas.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65840,info@serenityspot-sandiego.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:42
mass-1780585662331-65842,info@radiantcollective-phoenix.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:42
mass-1780585662331-65843,owner@rusticparlor-toronto.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65844,contact@rustichub-montreal.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65845,owner@goldenparlor-losangeles.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585662331-65846,contact@rusticboutique-perth.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:42
mass-1780585662331-65848,contact@artisanstudio-ottawa.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:42
mass-1780585662331-65849,contact@serenityparlor-sanantonio.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:42
mass-1780585626122-65750,info@artisanspot-newyorkcity.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65753,contact@artisanstylists-osaka.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65754,info@eliteclinic-manchester.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65756,owner@artisanbeautybar-vancouver.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65757,hello@sharpparlor-calgary.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65758,hello@goldenkitchen-calgary.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65759,contact@modernwellness-montreal.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65760,owner@artisanwellness-losangeles.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65761,info@purestylists-losangeles.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65762,info@divinespot-sapporo.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65763,owner@sweetcorner-newyorkcity.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65764,hello@goldenclinic-vancouver.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65765,contact@radiantstudio-newyorkcity.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65767,info@pureclinic-dallas.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65768,hello@pureplace-philadelphia.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65769,hello@rusticcollective-phoenix.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65770,owner@moderncorner-ottawa.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65771,owner@sweethub-ottawa.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65773,owner@classicbakeshop-sapporo.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65774,hello@purestylists-glasgow.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65775,info@sweettreats-perth.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65776,owner@sweethub-chicago.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65777,info@serenityspot-brisbane.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65779,info@urbanbeautybar-toronto.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65781,owner@sweetcorner-toronto.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65782,contact@artisancorner-losangeles.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65783,contact@purebakeshop-osaka.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65785,contact@glamourtreats-phoenix.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:07:06
mass-1780585626122-65786,owner@luxewellness-perth.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65789,info@sharpstylists-philadelphia.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65793,hello@sharptreats-philadelphia.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65796,contact@luxetreats-birmingham.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585626122-65798,contact@divineparlor-ottawa.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:07:06
mass-1780585626122-65799,hello@sweetstylists-sydney.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:07:06
mass-1780585595398-65700,owner@divineclinic-perth.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65702,hello@classicwellness-sanantonio.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65704,info@serenitybakeshop-nagoya.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65705,hello@goldenhub-houston.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65707,owner@radiantspot-nagoya.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:06:35
mass-1780585595398-65708,hello@divinespot-montreal.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65709,info@sharpcorner-adelaide.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65710,hello@purehub-newyorkcity.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65711,contact@glamourparlor-glasgow.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65712,info@classicboutique-birmingham.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:06:35
mass-1780585595398-65713,hello@luxecorner-phoenix.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:06:35
mass-1780585595398-65714,contact@goldencollective-adelaide.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:06:35
mass-1780585595398-65716,contact@luxecollective-manchester.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65717,info@radiantwellness-houston.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65718,info@radiantclinic-chicago.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65720,hello@moderncorner-glasgow.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:06:35
mass-1780585595398-65721,info@sharpcorner-perth.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65724,contact@elitebakeshop-adelaide.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65728,hello@sharpcollective-nagoya.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65729,info@luxekitchen-liverpool.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:06:35
mass-1780585595398-65730,info@sharptreats-nagoya.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65731,contact@divinekitchen-losangeles.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65732,info@urbanwellness-houston.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65734,info@divinecorner-brisbane.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:06:35
mass-1780585595398-65736,contact@purecollective-montreal.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65738,hello@urbanbakeshop-phoenix.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65739,hello@divinestudio-toronto.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65740,owner@elitespot-toronto.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:06:35
mass-1780585595398-65741,info@sharpparlor-nagoya.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585595398-65742,contact@serenityclinic-adelaide.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:06:35
mass-1780585595398-65745,owner@luxeclinic-newyorkcity.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:06:35
mass-1780585559284-65650,contact@artisankitchen-nagoya.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65651,info@glamourclinic-houston.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65652,owner@classicboutique-brisbane.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65653,hello@artisanbakeshop-sapporo.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65654,contact@radiantbakeshop-ottawa.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:59
mass-1780585559284-65655,hello@moderncollective-glasgow.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65656,owner@classickitchen-vancouver.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:59
mass-1780585559284-65657,owner@artisanstudio-newyorkcity.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65658,contact@artisanstylists-sapporo.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:59
mass-1780585559284-65659,contact@purestudio-nagoya.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:59
mass-1780585559284-65660,hello@glamourcollective-chicago.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:59
mass-1780585559284-65661,info@sharpbakeshop-sanantonio.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:59
mass-1780585559284-65663,hello@goldenbeautybar-brisbane.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65667,contact@eliteclinic-tokyo.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65668,hello@serenitystylists-melbourne.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65669,hello@serenityplace-ottawa.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65670,contact@classicwellness-dallas.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65671,contact@sharphub-calgary.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65672,owner@luxebakeshop-vancouver.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65676,owner@moderncollective-adelaide.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65680,info@elitestylists-vancouver.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65681,contact@glamourspot-adelaide.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65682,owner@eliteplace-ottawa.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65683,hello@artisanboutique-montreal.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:59
mass-1780585559284-65684,contact@artisanwellness-losangeles.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65685,contact@radiantplace-ottawa.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65689,info@purecorner-austin.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65691,hello@pureparlor-adelaide.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65694,hello@luxebakeshop-glasgow.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65695,contact@goldenplace-austin.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65696,contact@sharphub-sydney.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:59
mass-1780585559284-65697,owner@rusticstudio-nagoya.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:59
mass-1780585559284-65698,contact@divinewellness-tokyo.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:59
mass-1780585559284-65699,hello@sharpkitchen-sapporo.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:59
mass-1780585522640-65600,owner@pureparlor-brisbane.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:22
mass-1780585522640-65602,hello@goldenparlor-toronto.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65604,hello@glamourparlor-tokyo.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65606,owner@divinebeautybar-manchester.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:22
mass-1780585522640-65607,owner@elitekitchen-liverpool.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:22
mass-1780585522640-65608,contact@radianthub-london.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:22
mass-1780585522640-65609,hello@radiantstudio-austin.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65611,hello@radiantplace-tokyo.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:22
mass-1780585522640-65612,info@sweetbeautybar-nagoya.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65613,owner@purehub-phoenix.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65615,contact@sweetkitchen-austin.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:22
mass-1780585522640-65616,owner@pureplace-brisbane.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65617,info@elitebeautybar-brisbane.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:22
mass-1780585522640-65618,info@serenitycorner-vancouver.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:22
mass-1780585522640-65619,contact@classickitchen-perth.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:22
mass-1780585522640-65621,owner@divineplace-nagoya.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:22
mass-1780585522640-65622,hello@modernbeautybar-liverpool.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:22
mass-1780585522640-65627,info@goldenbakeshop-melbourne.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65629,owner@artisanboutique-losangeles.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65630,owner@sweettreats-adelaide.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:05:22
mass-1780585522640-65631,owner@serenitycollective-ottawa.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:22
mass-1780585522640-65635,info@luxeclinic-philadelphia.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65637,contact@radianthub-phoenix.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:22
mass-1780585522640-65638,owner@modernboutique-newyorkcity.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65639,contact@sharpboutique-toronto.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:05:22
mass-1780585522640-65641,info@elitestudio-sapporo.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585522640-65645,owner@rusticboutique-dallas.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:05:22
mass-1780585491529-65551,contact@luxespot-newyorkcity.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:51
mass-1780585491529-65554,hello@rusticcorner-brisbane.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:51
mass-1780585491529-65556,owner@luxespot-sapporo.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:51
mass-1780585491529-65558,hello@sharpparlor-dallas.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:51
mass-1780585491529-65559,info@sweettreats-london.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65560,hello@glamourbakeshop-brisbane.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:51
mass-1780585491529-65561,contact@urbanstylists-melbourne.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65562,info@modernwellness-manchester.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65563,info@moderntreats-phoenix.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:51
mass-1780585491529-65564,info@artisanboutique-sapporo.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65567,owner@radiantkitchen-houston.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:51
mass-1780585491529-65568,owner@sharpclinic-manchester.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:51
mass-1780585491529-65569,info@goldenspot-manchester.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65570,owner@serenitytreats-houston.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65572,hello@rusticparlor-london.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65576,contact@sweetwellness-sapporo.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:51
mass-1780585491529-65577,owner@classicclinic-sapporo.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:51
mass-1780585491529-65578,info@artisanstudio-nagoya.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:51
mass-1780585491529-65582,info@urbanparlor-vancouver.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:51
mass-1780585491529-65583,contact@classicwellness-adelaide.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65589,info@radiantkitchen-london.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65591,info@sweetstylists-chicago.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:51
mass-1780585491529-65593,hello@urbantreats-london.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585491529-65595,contact@glamourwellness-glasgow.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:51
mass-1780585491529-65596,owner@glamourboutique-tokyo.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:51
mass-1780585491529-65597,hello@purebeautybar-dallas.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:51
mass-1780585466710-65500,contact@artisanwellness-ottawa.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:27
mass-1780585466710-65504,hello@goldenspot-philadelphia.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:27
mass-1780585466710-65505,hello@modernstudio-calgary.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:27
mass-1780585466710-65507,info@urbanbakeshop-birmingham.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:27
mass-1780585466710-65508,hello@luxeboutique-sanantonio.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:27
mass-1780585466710-65509,owner@rustickitchen-losangeles.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:27
mass-1780585466710-65510,contact@artisancorner-calgary.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:27
mass-1780585466710-65514,info@artisantreats-melbourne.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:27
mass-1780585466710-65517,info@luxebeautybar-brisbane.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:27
mass-1780585466710-65518,owner@modernstylists-brisbane.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:27
mass-1780585466710-65519,info@classiccorner-adelaide.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:27
mass-1780585466710-65522,owner@urbanparlor-toronto.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:27
mass-1780585466710-65523,info@goldenboutique-manchester.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:27
mass-1780585466710-65524,info@sharphub-adelaide.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:27
mass-1780585466710-65526,info@serenityboutique-glasgow.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:27
mass-1780585466710-65527,contact@sweetwellness-nagoya.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:27
mass-1780585466710-65528,contact@glamourcollective-toronto.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:27
mass-1780585466710-65529,hello@glamourstudio-calgary.com,Cafe,Cafe,Cafe,YES,2026-06-04 15:04:27
mass-1780585466710-65530,owner@radiantcorner-vancouver.com,Boutique,Boutique,Boutique,YES,2026-06-04 15:04:27
mass-1780585466710-65532,hello@goldenstylists-brisbane.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:27
mass-1780585466710-65533,info@artisanplace-sanantonio.com,Bakery,Bakery,Bakery,YES,2026-06-04 15:04:27
